user_id,snack_id,timestamp,quantity
user_9,000000000300033402_PAK,2025-05-13 05:59:15,1
user_9,09607200,2025-03-21 10:03:15,1
user_9,08766200,2025-05-21 16:41:15,1
user_10,000000000300032193_EA,2025-04-11 23:05:15,2
user_10,000000000300027917_EA,2025-06-11 18:49:15,4
user_10,000000000300033334_EA,2025-05-13 13:30:15,4
user_10,000000000300023742_EA,2025-06-25 00:12:15,3
user_10,08941500,2025-03-24 01:05:15,4
user_10,000000000300028130_EA,2025-04-17 22:00:15,1
user_10,09985600,2025-04-11 08:48:15,3
user_10,000000000300030324_EA,2025-04-11 11:24:15,2
user_10,000000000300021252_EA,2025-04-05 03:52:15,4
user_10,000000000300032192_EA,2025-04-25 21:39:15,4
user_10,000000000300029302,2025-05-21 16:29:15,3
user_10,000000000300027476_EA,2025-03-11 18:00:15,3
user_10,000000000300027542_EA,2025-05-19 02:46:15,3
user_10,11258400,2025-06-17 09:58:15,3
user_10,000000000300023742_EA,2025-05-01 13:11:15,4
user_10,000000000300027917_EA,2025-05-27 02:32:15,2
user_11,000000000300025787,2025-05-25 08:51:15,2
user_11,000000000300021052_EA,2025-04-13 12:07:15,2
user_11,12003500,2025-05-09 04:52:15,1
user_11,000000000300027497_EA,2025-04-03 12:32:15,1
user_11,000000000300031992,2025-06-12 23:35:15,2
user_11,10759900,2025-05-03 05:18:15,3
user_11,11754700,2025-04-02 09:00:15,2
user_11,000000000300021132_EA,2025-04-05 17:15:15,1
user_11,000000000300026264_EA,2025-03-20 19:07:15,2
user_11,000000000300019892_EA,2025-04-03 05:44:15,3
user_11,000000000300036156_EA,2025-04-01 14:54:15,1
user_11,10766301XL,2025-05-09 01:34:15,2
user_11,000000000300030515_EA,2025-06-30 03:59:15,2
user_12,000000000300030203_EA,2025-04-28 23:43:15,1
user_12,000000000300031519_EA,2025-04-02 20:28:15,1
user_12,61000800,2025-05-16 12:44:15,4
user_12,000000000300028738_EA,2025-04-13 01:00:15,2
user_12,000000000300021263_EA,2025-06-18 07:03:15,1
user_12,000000000300025649_EA,2025-04-25 08:16:15,1
user_12,000000000300025117_EA,2025-04-07 01:41:15,1
user_12,08683600,2025-04-06 23:53:15,3
user_12,000000000300026422,2025-06-11 12:45:15,4
user_12,000000000300032522_EA,2025-06-14 22:40:15,2
user_12,000000000300032532_EA,2025-06-04 17:17:15,4
user_12,09608800,2025-03-30 13:07:15,3
user_12,000000000300020091_EA,2025-04-14 04:05:15,1
user_12,000000000300033386_PAK,2025-06-15 01:09:15,3
user_12,000000000300033404_PAK,2025-06-30 11:07:15,4
user_12,09952100,2025-04-14 01:22:15,3
user_13,000000000300025492_EA,2025-04-05 20:42:15,2
user_13,11949900,2025-04-18 13:21:15,3
user_13,10768701L,2025-04-03 11:16:15,1
user_13,000000000300023358_EA,2025-05-06 04:55:15,4
user_13,09589000,2025-05-21 00:40:15,2
user_13,000000000300022630_EA,2025-03-25 08:53:15,1
user_13,000000000300021258_EA,2025-05-16 22:25:15,2
user_13,08687005,2025-06-24 01:52:15,3
user_13,000000000300021145_EA,2025-03-19 14:41:15,3
user_14,000000000300028629_EA,2025-03-09 05:58:15,2
user_14,000000000300026727_EA,2025-06-15 04:22:15,4
user_14,000000000300021268_EA,2025-05-07 12:36:15,3
user_14,000000000300027999_EA,2025-06-10 09:50:15,1
user_14,08972000,2025-04-07 06:09:15,3
user_14,000000000300030792_EA,2025-05-24 14:52:15,4
user_14,000000000300029569_EA,2025-06-03 21:31:15,3
user_14,000000000300023373_EA,2025-03-29 09:35:15,2
user_14,000000000300029583_EA,2025-06-11 13:49:15,3
user_14,10768901L,2025-05-30 22:13:15,4
user_14,000000000300029245_EA,2025-04-09 09:14:15,4
user_14,000000000300026888,2025-06-25 01:44:15,4
user_14,000000000300031831_EA,2025-04-02 17:56:15,4
user_14,000000000300027588_EA,2025-04-23 20:30:15,4
user_15,08527500,2025-06-06 23:13:15,2
user_15,000000000300026504_EA,2025-03-22 23:31:15,1
user_15,11259000,2025-04-14 16:40:15,1
user_15,000000000300033399_PAK,2025-05-09 10:38:15,1
user_15,000000000300024720_EA,2025-04-11 15:07:15,4
user_15,000000000300028117_EA,2025-05-30 17:42:15,4
user_15,000000000300037521_EA,2025-07-06 05:31:15,2
user_15,000000000300026115_EA,2025-03-09 16:45:15,3
user_15,000000000300029291,2025-04-12 14:19:15,3
user_16,000000000300027227_EA,2025-05-05 08:30:15,4
user_16,000000000300027968_EA,2025-03-25 21:31:15,2
user_16,000000000300027051,2025-05-08 17:10:15,3
user_16,11196200,2025-04-25 05:15:15,1
user_16,000000000300027051,2025-06-25 10:53:15,4
user_17,000000000300032244_EA,2025-06-26 20:59:15,3
user_17,000000000300033338_EA,2025-04-02 12:18:15,1
user_17,000000000300032529_EA,2025-07-04 19:43:15,1
user_17,000000000300026336_EA,2025-03-29 21:01:15,4
user_17,000000000300023907_EA,2025-06-06 16:22:15,3
user_17,000000000300036152_EA,2025-06-24 21:21:15,2
user_17,000000000300030205_EA,2025-06-20 06:38:15,2
user_17,000000000300026180_EA,2025-05-17 17:26:15,1
user_17,05064700,2025-04-15 03:50:15,3
user_17,000000000300028024_EA,2025-05-26 06:56:15,4
user_17,05966400,2025-07-03 14:29:15,2
user_17,000000000300027742_EA,2025-06-30 12:52:15,4
user_17,000000000300031113_EA,2025-03-26 23:50:15,2
user_17,000000000300026283_EA,2025-04-26 09:34:15,4
user_17,08968401,2025-04-05 19:40:15,2
user_18,000000000300028476_EA,2025-06-29 14:35:15,3
user_18,000000000300023283_EA,2025-05-03 04:31:15,2
user_18,07486100,2025-06-30 00:43:15,1
user_18,000000000300026725_EA,2025-05-14 07:44:15,1
user_18,000000000300031831_EA,2025-06-03 06:14:15,3
user_18,10765901XL,2025-06-22 05:13:15,1
user_18,000000000300020308_EA,2025-04-23 21:34:15,4
user_18,000000000300026899,2025-06-19 07:47:15,2
user_18,000000000300029228_EA,2025-05-10 07:10:15,4
user_18,000000000300027977_EA,2025-04-24 14:38:15,2
user_19,000000000300033205_EA,2025-05-07 10:28:15,2
user_19,000000000300025006_EA,2025-03-18 19:37:15,3
user_19,09213600,2025-05-06 23:45:15,1
user_19,000000000300031992,2025-04-27 02:26:15,3
user_19,08651200,2025-05-19 12:53:15,2
user_19,000000000300025643_EA,2025-03-10 00:38:15,2
user_19,11195000,2025-03-18 02:36:15,2
user_19,130000000300011732_EA,2025-05-15 18:53:15,2
user_19,61001200,2025-04-11 08:03:15,1
user_19,000000000300031771_EA,2025-05-21 18:10:15,1
user_19,000000000300028522_EA,2025-06-01 16:13:15,1
user_20,000000000300021128_EA,2025-04-03 09:16:15,4
user_20,000000000300025006_EA,2025-05-01 18:56:15,4
user_20,000000000300029249,2025-05-30 19:19:15,1
user_20,000000000300020151_EA,2025-06-10 06:46:15,3
user_20,000000000300030334_EA,2025-05-25 00:54:15,1
user_20,08971900,2025-05-03 14:58:15,4
user_20,000000000300020509_EA,2025-04-19 10:25:15,4
user_20,000000000300032122_EA,2025-05-14 22:09:15,1
user_20,00000001052630011_EA,2025-03-29 11:50:15,3
user_20,000000000300029254,2025-03-18 23:42:15,2
user_20,000000000300025068_EA,2025-06-29 03:17:15,2
user_20,000000000000610012_EA,2025-03-18 04:27:15,1
user_20,000000000300031975_EA,2025-05-31 14:23:15,2
user_20,10769001XL,2025-04-25 12:57:15,2
user_20,000000000300029546_EA,2025-05-11 15:35:15,4
user_20,000000000300028453_EA,2025-03-21 20:33:15,4
user_20,000000000300032153_EA,2025-04-25 17:19:15,3
user_21,000000000300025492_EA,2025-05-15 13:30:15,3
user_21,61002500,2025-06-13 02:48:15,1
user_21,000000000300042515_EA,2025-04-11 08:44:15,3
user_21,00000001052630011_EA,2025-04-22 03:31:15,2
user_21,08683600,2025-06-29 05:30:15,3
user_21,000000000300026252_EA,2025-05-23 20:11:15,4
user_21,000000000300023757_EA,2025-05-06 11:28:15,4
user_22,000000000300023373_EA,2025-05-11 12:56:15,1
user_22,10760300,2025-06-28 04:21:15,2
user_22,000000000300028095_EA,2025-06-30 11:26:15,3
user_22,000000000300024334_EA,2025-04-21 09:33:15,3
user_22,000000000300030521_EA,2025-05-31 04:42:15,1
user_22,000000000300033385_PAK,2025-04-14 04:02:15,3
user_22,000000000300022838_EA,2025-04-26 02:47:15,4
user_22,000000000300025740_EA,2025-03-22 17:03:15,2
user_23,000000000300032113_EA,2025-05-15 12:06:15,1
user_23,000000000300022497_EA,2025-06-13 01:50:15,3
user_23,000000000300028090_EA,2025-05-19 13:32:15,2
user_23,10854101,2025-03-09 19:03:15,4
user_23,000000000300036002_EA,2025-04-02 21:02:15,3
user_24,000000000300027238_EA,2025-04-08 19:14:15,1
user_24,000000000300028085_EA,2025-03-19 20:19:15,4
user_24,05228200,2025-05-17 08:07:15,2
user_24,000000000300027179,2025-06-29 12:16:15,3
user_24,000000000300025299_PAK,2025-06-24 07:08:15,3
user_25,08373000,2025-04-08 11:36:15,2
user_25,000000000300029894_EA,2025-05-19 01:21:15,2
user_25,000000000300033002_EA,2025-04-15 16:26:15,2
user_25,000000000300022142_EA,2025-03-12 07:51:15,2
user_25,06539900,2025-05-15 17:55:15,2
user_26,09607200,2025-06-27 22:46:15,2
user_26,000000000300020308_EA,2025-05-11 11:39:15,2
user_26,000000000300029244_EA,2025-07-03 04:38:15,1
user_26,11195300,2025-04-23 08:31:15,1
user_26,000000000300030557_EA,2025-05-28 05:35:15,1
user_26,000000000300028124_EA,2025-03-31 07:24:15,4
user_26,000000000300029569_EA,2025-04-16 09:41:15,3
user_26,10769001XL,2025-04-15 17:19:15,2
user_26,000000000300024334_EA,2025-04-03 12:38:15,3
user_26,12025500,2025-04-17 21:35:15,4
user_27,000000000300023184_EA,2025-04-17 18:20:15,3
user_27,000000000300029078_EA,2025-05-21 17:09:15,4
user_27,000000000300027026_EA,2025-05-05 18:08:15,2
user_27,000000000300031703_EA,2025-06-24 17:20:15,2
user_27,000000000300033388_PAK,2025-03-29 17:59:15,1
user_27,000000000300030792_EA,2025-03-21 23:05:15,3
user_27,000000000300026154,2025-03-17 08:02:15,4
user_27,000000000300028153,2025-05-18 10:55:15,1
user_27,61001200,2025-06-20 01:21:15,2
user_27,000000000300030561_EA,2025-06-22 17:30:15,4
user_27,000000000300031989,2025-04-25 03:01:15,4
user_27,12003400,2025-06-07 05:21:15,4
user_27,000000000300020151_EA,2025-05-30 07:28:15,3
user_27,000000000300030518_EA,2025-04-01 15:47:15,4
user_27,08967601,2025-03-10 12:30:15,3
user_27,000000000300026252_EA,2025-04-25 17:24:15,3
user_28,11258400,2025-06-03 07:56:15,3
user_28,09830200,2025-03-21 22:35:15,2
user_28,000000000300033393_PAK,2025-05-18 13:32:15,1
user_28,000000000300026274_EA,2025-03-31 21:34:15,2
user_28,000000000300028651_EA,2025-04-10 12:10:15,2
user_28,61000300,2025-03-11 09:24:15,2
user_28,000000000300030205_EA,2025-03-27 17:46:15,2
user_29,000000000300021219_EA,2025-05-01 21:52:15,3
user_29,000000000300028932_EA,2025-04-08 14:16:15,3
user_29,000000000300030583_EA,2025-06-03 10:36:15,1
user_29,000000000300030122_EA,2025-05-05 10:00:15,3
user_29,08687005,2025-03-25 05:11:15,4
user_29,000000000300026727_EA,2025-04-14 00:57:15,2
user_29,000000000300029585_EA,2025-05-28 08:50:15,2
user_29,000000000300025190_EA,2025-06-20 04:05:15,2
user_29,000000000300027179,2025-06-18 11:55:15,2
user_29,11948400,2025-07-04 14:42:15,1
user_29,000000000300028374_EA,2025-05-25 15:40:15,3
user_29,000000000300022828_EA,2025-05-21 12:32:15,4
user_29,000000000300033000_EA,2025-05-25 02:59:15,1
user_29,000000000300033396_PAK,2025-04-16 14:42:15,1
user_29,11196500,2025-04-09 05:49:15,4
user_29,000000000300032028_EA,2025-04-02 02:14:15,3
user_29,000000000300029103_EA,2025-05-31 14:38:15,3
user_29,000000000300036079_EA,2025-05-22 17:02:15,4
user_30,000000000300033326_EA,2025-04-08 22:21:15,2
user_30,000000000300032128_EA,2025-05-22 23:33:15,4
user_30,09979700,2025-04-03 20:12:15,2
user_30,000000000300030132_EA,2025-06-04 13:31:15,3
user_30,000000000300026180_EA,2025-04-13 04:38:15,1
user_31,000000000300028107_EA,2025-05-12 17:17:15,3
user_31,08655401,2025-03-13 07:14:15,4
user_31,000000000300028401_EA,2025-04-06 04:42:15,2
user_31,130000000300011732_EA,2025-05-15 07:10:15,3
user_31,09985300,2025-05-09 10:55:15,4
user_31,000000000300029341_EA,2025-03-17 08:24:15,2
user_31,09213700,2025-07-05 22:37:15,3
user_31,09979700,2025-05-24 19:33:15,4
user_32,000000000300027909_EA,2025-06-12 19:24:15,2
user_32,000000000300028450_EA,2025-05-24 00:03:15,2
user_32,08975200,2025-04-01 23:20:15,4
user_32,000000000300033340_EA,2025-04-19 09:37:15,4
user_32,09239500,2025-06-04 04:05:15,4
user_32,000000000300028190_EA,2025-03-13 07:23:15,2
user_32,10766301M,2025-05-29 15:19:15,4
user_32,000000000300029292,2025-04-21 06:09:15,4
user_32,000000000300026422,2025-04-07 16:07:15,1
user_32,000000000300028653_EA,2025-06-14 00:01:15,1
user_32,000000000300029294,2025-04-17 17:20:15,2
user_33,000000000300036721_EA,2025-04-10 10:58:15,2
user_33,000000000300027258,2025-04-04 16:24:15,4
user_33,000000000300026899,2025-06-23 21:10:15,3
user_33,000000000300027183,2025-04-08 11:25:15,4
user_33,08684402,2025-04-16 17:47:15,1
user_33,000000000300029585_EA,2025-03-28 06:25:15,4
user_33,000000000300025955_EA,2025-05-16 06:12:15,4
user_33,11622701,2025-05-23 06:36:15,3
user_33,000000000300036229,2025-03-12 08:50:15,4
user_33,08072400,2025-04-28 09:53:15,1
user_33,10765901XL,2025-05-24 12:13:15,1
user_33,10766301S,2025-04-12 14:03:15,3
user_34,000000000300027075_EA,2025-06-25 15:08:15,2
user_34,000000000300021052_EA,2025-06-13 00:54:15,3
user_34,000000000300028167_EA,2025-06-30 23:18:15,1
user_34,08651700,2025-06-15 21:19:15,3
user_34,000000000300033387_PAK,2025-05-12 03:19:15,2
user_34,000000000300026180_EA,2025-05-28 11:35:15,3
user_34,000000000300020245_EA,2025-06-23 23:56:15,2
user_34,000000000300029357_EA,2025-04-25 23:51:15,2
user_35,000000000300032532_EA,2025-05-21 17:13:15,2
user_35,07571300,2025-05-20 11:26:15,2
user_35,000000000300023426_EA,2025-04-24 12:51:15,3
user_35,10769001M,2025-05-21 05:13:15,4
user_35,000000000300032137_EA,2025-04-13 08:42:15,2
user_35,000000000300020428_EA,2025-03-28 02:15:15,2
user_35,000000000300022142_EA,2025-05-10 20:58:15,4
user_35,000000000300032529_EA,2025-03-21 07:20:15,2
user_35,08766300,2025-04-11 16:33:15,3
user_35,000000000300021699_EA,2025-03-09 02:30:15,4
user_35,000000000300029341_EA,2025-06-26 21:04:15,1
user_36,000000000300021230_EA,2025-03-18 02:03:15,2
user_36,10766701XL,2025-04-23 11:06:15,1
user_36,10766701XL,2025-07-06 08:59:15,4
user_36,000000000300023738_EA,2025-05-12 13:21:15,3
user_36,10768901L,2025-04-07 16:42:15,4
user_36,000000000300030733_EA,2025-06-23 07:58:15,4
user_36,000000000300027999_EA,2025-05-12 15:32:15,1
user_36,09955200,2025-06-23 11:10:15,3
user_36,000000000300033396_PAK,2025-03-27 06:06:15,3
user_36,000000000300027073_EA,2025-06-04 16:03:15,2
user_36,000000000300030748_EA,2025-05-08 03:29:15,3
user_37,000000000300023405_EA,2025-06-10 15:00:15,2
user_37,12003500,2025-04-29 14:30:15,2
user_37,000000000300031703_EA,2025-06-02 17:52:15,4
user_37,08104700,2025-03-11 02:03:15,3
user_37,000000000300033338_EA,2025-03-31 17:01:15,2
user_37,000000000300032143_EA,2025-06-18 18:11:15,4
user_37,000000000300027742_EA,2025-06-15 19:12:15,4
user_37,000000000300025310_EA,2025-06-13 09:56:15,3
user_37,000000000300025011_EA,2025-04-02 09:23:15,1
user_37,61001200,2025-07-02 13:50:15,3
user_37,000000000300026883,2025-06-23 00:26:15,2
user_37,000000000300023279_EA,2025-06-26 23:31:15,1
user_37,000000000300028321_EA,2025-03-11 07:42:15,3
user_37,000000000300028925_EA,2025-05-13 16:28:15,2
user_38,000000000300020334_EA,2025-04-22 13:56:15,1
user_38,06539900,2025-07-01 05:01:15,3
user_38,000000000300023259_EA,2025-03-18 09:44:15,1
user_38,000000000300025740_EA,2025-05-26 17:09:15,3
user_38,000000000300030755_EA,2025-04-12 22:36:15,4
user_38,000000000300023358_EA,2025-07-03 18:28:15,2
user_38,61001700,2025-05-29 01:30:15,4
user_38,07256300,2025-04-12 23:48:15,2
user_38,09012501,2025-03-15 03:52:15,3
user_38,000000000300026752,2025-04-13 07:55:15,4
user_38,000000000300025643_EA,2025-05-04 02:04:15,1
user_38,09985400,2025-04-20 09:38:15,1
user_38,000000000300036174_EA,2025-06-20 20:27:15,3
user_38,000000000300021591_PAK,2025-04-21 22:37:15,1
user_38,000000000300032194_PAK,2025-04-09 20:18:15,1
user_38,09831600,2025-06-03 12:15:15,4
user_38,05919500,2025-06-07 06:16:15,2
user_39,000000000300037329_EA,2025-06-27 03:05:15,3
user_39,08652800,2025-04-19 00:23:15,2
user_39,000000000300026406_EA,2025-05-14 02:57:15,1
user_39,000000000300025639_EA,2025-06-15 00:52:15,3
user_39,06614100,2025-05-29 21:06:15,3
user_39,000000000300023297_EA,2025-06-04 15:09:15,1
user_39,000000000300032522_EA,2025-06-30 03:36:15,1
user_39,000000000300025698_EA,2025-04-29 14:33:15,3
user_39,09615601,2025-05-19 21:36:15,4
user_39,000000000300020680_EA,2025-04-29 20:20:15,1
user_39,000000000300038487_EA,2025-06-26 22:19:15,1
user_39,05921000,2025-06-30 14:52:15,3
user_39,000000000300028085_EA,2025-05-07 02:58:15,4
user_39,000000000300029166_EA,2025-05-18 01:46:15,4
user_39,000000000300033000_EA,2025-03-26 06:31:15,4
user_40,11195100,2025-04-16 17:07:15,3
user_40,000000000300032192_EA,2025-05-12 15:24:15,4
user_40,09985600,2025-04-03 08:43:15,2
user_40,000000000300028471_EA,2025-04-30 16:51:15,2
user_40,000000000300020688_EA,2025-03-27 16:10:15,2
user_40,000000000300021336_EA,2025-04-24 18:09:15,3
user_40,11196500,2025-06-08 12:21:15,2
user_40,000000000300020300,2025-04-06 17:37:15,4
user_40,000000000300028471_EA,2025-04-11 03:41:15,1
user_40,000000000300026456_EA,2025-04-27 06:19:15,1
user_40,00000012028400,2025-04-19 13:16:15,2
user_41,000000000300020428_EA,2025-04-30 14:27:15,3
user_41,000000000300023907_EA,2025-07-02 18:29:15,3
user_41,000000000300033390_PAK,2025-06-20 19:17:15,3
user_41,000000000300030560_EA,2025-07-04 03:00:15,2
user_41,000000000300028317_EA,2025-06-04 17:49:15,2
user_41,000000000300026283_EA,2025-06-19 06:39:15,1
user_41,000000000300024331_EA,2025-06-25 12:16:15,4
user_41,000000000300028153,2025-03-27 20:24:15,1
user_41,11948400,2025-07-05 19:12:15,3
user_41,09596900,2025-05-13 11:50:15,2
user_42,000000000300036218,2025-04-04 09:36:15,1
user_42,000000000300033386_PAK,2025-07-04 05:56:15,4
user_42,08512101,2025-06-07 13:01:15,1
user_42,111100000300022732_EA,2025-04-12 05:31:15,4
user_42,000000000300036133_EA,2025-03-11 22:30:15,1
user_42,000000000300033388_PAK,2025-04-25 04:41:15,2
user_42,000000000300027586_EA,2025-03-24 07:48:15,1
user_42,000000000300021336_EA,2025-07-01 17:49:15,4
user_42,10768601XL,2025-05-28 17:06:15,1
user_43,000000000300020300,2025-06-10 19:50:15,2
user_43,07571300,2025-04-26 03:00:15,1
user_43,13514500,2025-07-05 04:45:15,2
user_43,11194800,2025-05-25 15:59:15,4
user_43,000000000300026487_EA,2025-06-28 23:30:15,4
user_43,000000000300020091_EA,2025-06-19 17:07:15,4
user_43,11013900,2025-04-04 08:40:15,3
user_43,000000000300029589_EA,2025-05-01 11:08:15,1
user_43,000000000300028636_EA,2025-05-27 10:06:15,3
user_43,000000000300028880_EA,2025-04-09 20:16:15,4
user_43,08046800,2025-03-17 22:40:15,1
user_43,000000000300020201_EA,2025-04-04 16:58:15,2
user_43,000000000300027164_EA,2025-04-08 13:20:15,4
user_43,000000000300024724_EA,2025-06-28 02:27:15,3
user_43,000000000300032194_PAK,2025-05-21 14:22:15,4
user_43,000000000300030739_EA,2025-03-18 04:19:15,4
user_44,000000000300026023_EA,2025-03-08 16:30:15,4
user_44,000000000300031994,2025-03-11 02:12:15,2
user_44,11196500,2025-05-08 08:15:15,3
user_44,000000000300028932_EA,2025-05-14 12:04:15,3
user_44,000000000300023426_EA,2025-04-05 09:20:15,3
user_44,000000000300028630_EA,2025-05-03 09:43:15,2
user_44,000000000300030326_EA,2025-03-25 10:56:15,1
user_44,000000000300031449_EA,2025-05-19 13:05:15,3
user_44,000000000300025764_EA,2025-03-30 15:31:15,2
user_44,000000000300031771_EA,2025-05-22 10:18:15,4
user_44,08968101,2025-04-07 11:32:15,3
user_44,000000000300021331_EA,2025-07-02 11:51:15,1
user_44,000000000300030554_EA,2025-04-20 13:21:15,4
user_44,000000000300033390_PAK,2025-06-24 20:03:15,3
user_44,08437900,2025-06-13 21:50:15,4
user_45,000000000300027919_EA,2025-04-26 17:25:15,3
user_45,000000000300029110_EA,2025-04-24 09:25:15,3
user_45,000000000300031697_EA,2025-04-06 06:04:15,4
user_45,000000000300029569_EA,2025-05-25 00:35:15,2
user_45,11507301,2025-03-24 05:47:15,4
user_45,000000000300033332_EA,2025-05-31 18:14:15,2
user_45,000000000300022655_EA,2025-05-02 13:29:15,4
user_46,08376800,2025-07-05 02:25:15,3
user_46,000000000300030132_EA,2025-05-26 17:29:15,4
user_46,000000000300029096,2025-06-11 00:39:15,1
user_46,000000000300029359_CS,2025-04-25 12:06:15,1
user_46,000000000300027183,2025-06-02 03:40:15,1
user_46,09213800,2025-03-25 19:40:15,3
user_46,000000000300033205_EA,2025-05-11 16:47:15,1
user_46,000000000300026506_EA,2025-03-10 12:50:15,1
user_46,13514500,2025-03-20 20:51:15,3
user_46,08047900,2025-05-20 16:41:15,1
user_46,000000000300030748_EA,2025-04-17 05:08:15,4
user_46,11939900,2025-04-12 20:05:15,2
